title,adult,genres,original_language,popularity,release_date,runtime,vote_count,actors,director,keywords,rounded_averages,num_genres,main_genre,num_actors,main_actor,release_year,log_vote_count,log_popularity,log_runtime
Event Horizon,False,"['Horror', 'Science Fiction', 'Mystery']",en,30.779,1997-08-15,96.0,2614.0,"['Laurence Fishburne', 'Sam Neill', 'Kathleen Quinlan', 'Joely Richardson']",Unknown,"['space marine', 'nightmare', 'insanity', 'delusion', 'hallucination', 'space travel', 'cryogenics', 'gore', 'black hole', 'crew', 'flashback', 'evil spirit', 'alternate dimension', 'hellgate', 'religion', 'explosion', 'burning man', 'rescue team', 'super power', 'trapped in space', 'distress signal', '2040s', 'spaceship', 'brutal violence']",6.5,0.0,,0.0,,1997,7.869019376499023,3.4588056942824688,4.574710978503383
The Big Lebowski,False,"['Comedy', 'Crime']",en,33.363,1998-03-06,117.0,10641.0,"['Jeff Bridges', 'John Goodman', 'Julianne Moore', 'Steve Buscemi']",Unknown,"['vietnam veteran', 'white russian', 'bowling', 'carpet', 'nihilism', 'heart attack', 'kidnapping', 'lsd', 'marijuana', 'los angeles, california', 'millionaire', 'cowboy', 'ashes', 'impregnation', 'bowling team', 'unemployed', 'bowling ball', 'neo-noir', 'weeds']",7.8,0.0,,0.0,,1998,9.272563715156315,3.5369804041312287,4.770684624465665
7 Guardians of the Tomb,False,"['Action', 'Adventure', 'Horror']",en,13.559,2018-01-19,90.0,195.0,"['Li Bingbing', 'Kellan Lutz', 'Kelsey Grammer', 'Wu Zun']",Unknown,"['china', 'sandstorm', 'spider', 'giant spider', 'chinese', 'tomb', 'spider web', 'archaeological expedition']",5.4,0.0,,0.0,,2018,5.278114659230517,2.6782093590911886,4.51085950651685
"The Boy, the Mole, the Fox and the Horse",False,"['Animation', 'Family', 'Adventure', 'Fantasy']",en,23.597,2022-12-25,34.0,454.0,"['Jude Coward Nicoll', 'Tom Hollander', 'Idris Elba', 'Gabriel Byrne']",Unknown,"['friendship', 'hope', 'fox', 'horse', ""based on children's book"", 'kindness', 'family', 'hand drawn animation', 'short film', 'courage']",8.3,0.0,,0.0,,2022,6.12029741895095,3.2026244842821505,3.5553480614894135
Killer Klowns from Outer Space,False,"['Comedy', 'Horror', 'Science Fiction']",en,19.039,1988-05-27,88.0,881.0,"['Grant Cramer', 'Suzanne Snyder', 'John Allen Nelson', 'John Vernon']",Unknown,"['clown', 'circus tent', 'ice cream truck', 'lovers lane', 'shadow puppet', 'net', 'drinking straw', 'evil clown']",6.4,0.0,,0.0,,1988,6.782192056006791,2.997680374772007,4.48863636973214
Tamako Love Story,False,"['Romance', 'Animation', 'Comedy']",ja,14.149,2014-04-26,83.0,149.0,"['Aya Suzaki', 'Atsushi Tamaru', 'Yuri Yamaoka', 'Yuki Kaneko']",Unknown,"['slice of life', 'teenage love', 'anime']",7.1,0.0,,0.0,,2014,5.0106352940962555,2.7179345231761864,4.430816798843313
Beethoven's 4th,False,"['Family', 'Comedy']",en,16.492,2001-12-04,93.0,256.0,"['Judge Reinhold', 'Julia Sweeney', 'Joe Pichler', 'Michaela Gallo']",Unknown,"['st. bernard', 'dog']",5.1,0.0,,0.0,,2001,5.54907608489522,2.8617436335506743,4.543294782270004
Finch,False,"['Science Fiction', 'Drama', 'Adventure']",en,35.153,2021-11-04,115.0,3201.0,"['Tom Hanks', 'Caleb Landry Jones', 'Oscar Avila', 'Lora Martinez-Cunningham']",Unknown,"['robot', 'journey', 'humanity', 'post-apocalyptic']",7.9,0.0,,0.0,,2021,8.07153089355666,3.5877599327133645,4.7535901911063645
Luck,False,"['Animation', 'Adventure', 'Comedy', 'Fantasy']",en,95.773,2022-08-05,105.0,1559.0,"['Eva Noblezada', 'Simon Pegg', 'Jane Fonda', 'Whoopi Goldberg']",Unknown,"['superstition', 'bad luck', 'leprechaun', 'computer animation', 'female protagonist']",7.8,0.0,,0.0,,2022,7.352441100243583,4.572368029755711,4.663439094112067
Double Lover,False,"['Romance', 'Thriller', 'Drama']",fr,17.137,2017-05-26,108.0,499.0,"['Marine Vacth', 'Jérémie Renier', 'Jacqueline Bisset', 'Myriam Boyer']",Unknown,"['lover', 'deception', 'twin brother', 'lgbt', 'bisexual man', 'erotic movie']",6.1,0.0,,0.0,,2017,6.214608098422191,2.897954050635286,4.6913478822291435
Cosmoball,False,"['Science Fiction', 'Adventure']",ru,14.611,2020-08-27,115.0,204.0,"['Evgeny Romantsov', 'Victoria Agalakova', 'Mariya Lisovaya', 'Evgeny Mironov']",Unknown,[],6.4,0.0,,0.0,,2020,5.3230099791384085,2.7479757939745295,4.7535901911063645
Se7en,False,"['Crime', 'Mystery', 'Thriller']",en,65.322,1995-09-22,127.0,19929.0,"['Morgan Freeman', 'Brad Pitt', 'Gwyneth Paltrow', 'John Cassini']",Unknown,"['drug dealer', 'rage and hate', 'police', 's.w.a.t.', 'sadism', 'self-fulfilling prophecy', 'psychopath', 'detective', 'rain', 'investigation', 'pension', 'evisceration', 'pride and vanity', 'immoderateness', 'insomnia', 'murder', 'serial killer', 'religion', 'seven deadly sins', 'depravity', 'neo-noir']",8.4,0.0,,0.0,,1995,9.89998141320684,4.1945216671877725,4.852030263919617
They Call Me Jeeg,False,"['Drama', 'Action', 'Comedy']",it,13.394,2016-02-25,112.0,2411.0,"['Claudio Santamaria', 'Luca Marinelli', 'Ilenia Pastorelli', 'Stefano Ambrogi']",Unknown,"['rome, italy', 'anti hero', 'camorra', 'criminal underworld', 'superhero spoof', 'terrorist plot', 'terrorist bombing', 'masked superhero', 'township superhero', 'small time crook', 'eaten by animal', 'burned face', 'mentally handicapped', 'radioactive waste']",7.4,0.0,,0.0,,2016,7.788211557847076,2.6668114530856126,4.727387818712341
Finding Grace,False,['Drama'],en,22.974,2020-04-21,106.0,21.0,"['Erin Gray', 'David Keith', 'Bo Svenson', 'Paris Warner']",Unknown,[],5.5,0.0,,0.0,,2020,3.091042453358316,3.176969909784908,4.672828834461906
Gulliver's Travels,False,"['Family', 'Comedy', 'Adventure', 'Fantasy']",en,18.353,2010-12-23,85.0,2265.0,"['Jack Black', 'Jason Segel', 'Emily Blunt', 'Amanda Peet']",Unknown,"['princess', 'journalist', 'forbidden love', 'royal court']",5.2,0.0,,0.0,,2010,7.725771441587952,2.9628474462182144,4.454347296253507
Bad Santa,False,"['Drama', 'Comedy', 'Crime']",en,18.208,2003-11-26,92.0,2008.0,"['Billy Bob Thornton', 'Tony Cox', 'Brett Kelly', 'Lauren Graham']",Unknown,"['elves', 'holiday', 'department store', 'christmas party', 'safe', 'drink', 'little people', 'christmas']",6.5,0.0,,0.0,,2003,7.605392364814935,2.955326858918952,4.532599493153256
After Porn Ends 3,False,['Documentary'],en,23.129,2018-10-30,86.0,98.0,"['Christy Canyon', 'Jenteal', 'Tera Patrick', 'Priya Rai']",Unknown,"['porn star', 'sex talk', 'social documentary', 'sex worker']",5.4,0.0,,0.0,,2018,4.59511985013459,3.183414436590042,4.465908118654584
Dragon Lord,False,"['Action', 'Comedy']",cn,17.2,1982-01-21,102.0,113.0,"['Jackie Chan', 'Michael Chan', 'Suet Lee', 'Mars']",Unknown,"['martial arts', 'china', 'contest']",6.2,0.0,,0.0,,1982,4.736198448394496,2.9014215940827497,4.634728988229636
Booksmart,False,['Comedy'],en,15.3,2019-05-24,102.0,2457.0,"['Beanie Feldstein', 'Kaitlyn Dever', 'Jessica Williams', 'Jason Sudeikis']",Unknown,"['high school', 'coming of age', 'house party', 'buddy', 'high school student', 'lgbt', 'woman director', 'generation z', 'teenager']",7.0,0.0,,0.0,,2019,7.80710329012598,2.791165107812717,4.634728988229636
The Wrath of God,False,"['Thriller', 'Drama']",es,17.541,2022-06-15,97.0,178.0,"['Diego Peretti', 'Juan Minujín', 'Macarena Achaga', 'Mónica Antonópulos']",Unknown,"['argentina', 'wrath of god']",6.3,0.0,,0.0,,2022,5.187385805840755,2.9199844961157164,4.584967478670572
Home Alone: The Holiday Heist,False,"['Comedy', 'Family', 'TV Movie']",en,22.835,2012-12-03,87.0,406.0,"['Christian Martyn', 'Jodelle Ferland', 'Malcolm McDowell', 'Debi Mazar']",Unknown,['christmas'],5.2,0.0,,0.0,,2012,6.008813185442595,3.171155088656789,4.477336814478207
Stuart Little 2,False,"['Family', 'Adventure', 'Animation', 'Comedy']",en,28.14,2002-07-19,78.0,2274.0,"['Michael J. Fox', 'Melanie Griffith', 'Nathan Lane', 'Geena Davis']",Unknown,"['friendship', 'mouse', 'falcon', 'family']",5.8,0.0,,0.0,,2002,7.729735331385051,3.3721118007670587,4.3694478524670215
Scooby-Doo! in Where's My Mummy?,False,"['Mystery', 'Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",en,23.758,2005-05-13,75.0,369.0,"['Casey Kasem', 'Frank Welker', 'Mindy Cohn', 'Grey DeLisle']",Unknown,"['egypt', 'mummy', 'criminal investigation']",7.4,0.0,,0.0,,2005,5.91350300563827,3.2091486691096183,4.330733340286331
House of 1000 Corpses,False,"['Horror', 'Comedy']",en,18.157,2003-04-11,89.0,1501.0,"['Sid Haig', 'Bill Moseley', 'Sheri Moon Zombie', 'Karen Black']",Unknown,"['upper class', 'psychopath', 'halloween', 'urban legend', 'satanic ritual']",6.2,0.0,,0.0,,2003,7.31455283232408,2.952668184082964,4.499809670330265
The Legend of Hercules,False,"['Action', 'Adventure']",en,35.562,2014-01-10,99.0,1258.0,"['Kellan Lutz', 'Liam McIntyre', 'Gaia Weiss', 'Scott Adkins']",Unknown,"['mythology', 'zeus', 'ancient greece', 'demigod', 'city of argos', 'mistaken parentage']",4.8,0.0,,0.0,,2014,7.138073034044347,3.5990094496848934,4.605170185988092
Wolves,False,"['Horror', 'Action']",en,13.339,2014-08-28,90.0,271.0,"['Lucas Till', 'Jason Momoa', 'John Pyper-Ferguson', 'Stephen McHattie']",Unknown,"['adoption', 'werewolf']",5.9,0.0,,0.0,,2014,5.605802066295998,2.6629830977329023,4.51085950651685
Cruising,False,"['Crime', 'Mystery', 'Thriller']",en,13.705,1980-02-15,102.0,480.0,"['Al Pacino', 'Paul Sorvino', 'Karen Allen', 'Richard Cox']",Unknown,"['new york city', 'police', 'undercover', 'homophobia', 'detective', 'fetish', 'cruising', 'gay club', 'sadomasochism', 'sexual murder', 'murder', 'serial killer', 'stabbing', 'interrogation', 'leather', 'subculture', 'nypd', 'bdsm', 'murder investigation', 'police interrogation', 'pretending to be gay', 'gay theme', 'lgbt interest', 'giallo', 'ambiguity', 'interrogation room', 'american giallo']",6.6,0.0,,0.0,,1980,6.175867270105761,2.6881875720059583,4.634728988229636
Gorgeous,False,"['Adventure', 'Action', 'Comedy', 'Romance']",cn,21.626,1999-02-12,121.0,333.0,"['Jackie Chan', 'Shu Qi', 'Tony Leung Chiu-wai', 'Emil Chau']",Unknown,"['martial arts', 'showdown', 'redemption', 'parkour', 'combat', 'illegal fistfight', 'streetfighting', 'action hero', 'gay theme', 'homosexual']",6.3,0.0,,0.0,,1999,5.811140992976701,3.119099687504275,4.804021044733257
Breakdown,False,"['Crime', 'Drama', 'Mystery']",en,19.73,1997-05-02,95.0,849.0,"['Kurt Russell', 'J.T. Walsh', 'Kathleen Quinlan', 'M.C. Gainey']",Unknown,"['california', 'chase', 'ransom', 'kidnapping', 'bank', 'highway', 'barn', 'diner', 'vacation', 'deception', 'donut', 'murder', 'stranded', 'redneck', 'extortion', 'captive', 'desert', 'truck driver']",6.8,0.0,,0.0,,1997,6.745236349484363,3.0315819264476884,4.564348191467836
The Girl Next Door,False,"['Comedy', 'Romance']",en,45.757,2004-04-09,110.0,3287.0,"['Emile Hirsch', 'Elisha Cuthbert', 'Timothy Olyphant', 'Christopher Marquette']",Unknown,"['high school', 'porn actor', 'pornographic video', 'school party', 'blonde', 'sexual attraction', 'porn industry', 'sex comedy', 'girl next door', 'sex video']",6.7,0.0,,0.0,,2004,8.098034756176071,3.844963977146207,4.709530201312334
Singin' in the Rain,False,"['Comedy', 'Romance']",en,26.788,1952-04-09,103.0,2933.0,"['Gene Kelly', ""Donald O'Connor"", 'Debbie Reynolds', 'Jean Hagen']",Unknown,"['fan', 'musical', 'partner', 'film in film', 'hollywood', 'broadway', 'dancing in the street', 'audience', 'chorus girl', 'diction coach', 'pearl necklace', 'flapper', 'silent film star', 'squeaky voice', '1920s', 'old hollywood', 'talkies', 'dancing in the rain']",8.2,0.0,,0.0,,1952,7.984121958702927,3.3246042728306344,4.6443908991413725
Underworld: Evolution,False,"['Fantasy', 'Action', 'Thriller']",en,32.667,2006-01-12,106.0,3800.0,"['Kate Beckinsale', 'Scott Speedman', 'Tony Curran', 'Shane Brolly']",Unknown,"['budapest, hungary', 'vampire', 'key', 'light', 'forbidden love', 'rivalry', 'werewolf', 'gothic', 'evolution', 'dark fantasy', 'lycanthrope', 'urban gothic']",6.6,0.0,,0.0,,2006,8.24301946898925,3.5165181291142344,4.672828834461906
Resort to Love,False,"['Romance', 'Comedy']",en,15.01,2021-07-29,101.0,384.0,"['Christina Milian', 'Jay Pharoah', 'Sinqua Walls', 'Christiani Pitts']",Unknown,"['paradise', 'love', 'singer', 'wedding']",7.2,0.0,,0.0,,2021,5.953243334287785,2.773213527008623,4.624972813284271
Thumbelina,False,"['Animation', 'Family', 'Fantasy', 'Romance', 'Music']",en,14.636,1994-03-29,86.0,468.0,"['Jodi Benson', 'Gino Conforti', 'Barbara Cook', 'Will Ryan']",Unknown,"['witch', 'france', 'widow', 'feminism', 'fairy', 'musical', 'mole', 'miniature people', 'toad', 'wanting a baby', 'based on fairy tale', 'spinster', 'nightclub performer', 'forced marriage', 'beetle', 'talking animal', 'singing family', 'family band']",6.4,0.0,,0.0,,1994,6.150602768446279,2.7495759479307083,4.465908118654584
Zombie Strippers!,False,"['Comedy', 'Horror']",en,15.955,2008-04-18,94.0,347.0,"['Jenna Jameson', 'Robert Englund', 'Roxy Saint', 'Penny Drake']",Unknown,"['striptease', 'strip club', 'zombie', 'lap dance', 'strip tease', 'head crushing', 'small town girl']",4.7,0.0,,0.0,,2008,5.8522024797744745,2.8305627755776017,4.553876891600541
The Shadow,False,"['Fantasy', 'Action']",en,15.761,1994-07-01,108.0,481.0,"['Alec Baldwin', 'John Lone', 'Penelope Ann Miller', 'Peter Boyle']",Unknown,"['new york city', 'atomic bomb', 'superhero', 'ladykiller', 'hypnosis', 'based on comic', 'radio series', 'invisibility', 'the shadow', 'neo-noir']",6.0,0.0,,0.0,,1994,6.1779441140506,2.8190547591451214,4.6913478822291435
The Forever Purge,False,"['Horror', 'Action', 'Thriller']",en,63.216,2021-06-30,103.0,2324.0,"['Ana de la Reguera', 'Josh Lucas', 'Willow Beuoy', 'Leven Rambin']",Unknown,"['texas', 'sequel', 'prequel', 'murder', 'desert', 'purge', 'family surviving alone', 'guns and weapons']",7.0,0.0,,0.0,,2021,7.751475318021456,4.162252400829276,4.6443908991413725
Tully,False,"['Comedy', 'Drama']",en,13.653,2018-05-04,96.0,1354.0,"['Charlize Theron', 'Mackenzie Davis', 'Ron Livingston', 'Mark Duplass']",Unknown,"['new york city', 'baby', 'husband wife relationship', 'parent child relationship', 'pregnancy', 'autism', 'bisexuality', 'nanny', 'motherhood', 'postpartum depression']",6.8,0.0,,0.0,,2018,7.2115567333138015,2.684645092655888,4.574710978503383
The New Adventures of Aladdin,False,"['Comedy', 'Fantasy', 'Adventure']",fr,14.507,2015-10-14,101.0,827.0,"['Kev Adams', 'Eric Judor', 'Jean-Paul Rouve', 'Vanessa Guide']",Unknown,"['cinema on cinema', 'storytelling', 'based on fairy tale']",4.7,0.0,,0.0,,2015,6.71901315438526,2.741291534882012,4.624972813284271
The Purge: Election Year,False,"['Action', 'Horror', 'Thriller']",en,43.171,2016-06-29,105.0,5033.0,"['Elizabeth Mitchell', 'Frank Grillo', 'Mykelti Williamson', 'Betty Gabriel']",Unknown,"['dystopia', 'sequel', 'calvary', 'legalized murder', 'attack on politician', 'military attack']",6.4,0.0,,0.0,,2016,8.523970175695261,3.7880684651529286,4.663439094112067
Footloose,False,"['Drama', 'Romance']",en,23.742,1984-02-17,107.0,1880.0,"['Kevin Bacon', 'Lori Singer', 'John Lithgow', 'Dianne Wiest']",Unknown,"['dancing', 'dance', 'dancer', 'volkswagen beetle', 'dance teacher', 'father daughter relationship', 'music movie']",6.7,0.0,,0.0,,1984,7.53955882930103,3.2085022044406397,4.68213122712422
Sharpay's Fabulous Adventure,False,"['Family', 'Music']",en,15.862,2011-04-19,90.0,523.0,"['Ashley Tisdale', 'Austin Butler', 'Cameron Goodman', 'Bradley Steven Perry']",Unknown,"['new york city', 'human animal relationship', 'musical', 'rivalry', 'spin off', 'duringcreditsstinger', 'broadway show']",6.0,0.0,,0.0,,2011,6.261491684321042,2.825062569500484,4.51085950651685
Love the Coopers,False,"['Drama', 'Comedy', 'Family']",en,15.647,2015-11-12,107.0,747.0,"['Steve Martin', 'Diane Keaton', 'Amanda Seyfried', 'John Goodman']",Unknown,"['holiday', 'narration', 'snowstorm', 'big family', 'family relationships', 'grandparents', 'travel', 'family', 'childhood home', 'get together', 'woman director', 'holiday season', 'pittsburgh, pennsylvania', 'christmas', 'family issues', 'long term relationship', 'memories', 'saint bernard dog', 'anxiety']",6.0,0.0,,0.0,,2015,6.617402977974478,2.812230020011874,4.68213122712422
Tightrope,False,"['Mystery', 'Thriller', 'Crime', 'Horror']",en,13.451,1984-08-17,115.0,314.0,"['Clint Eastwood', 'Geneviève Bujold', 'Dan Hedaya', 'Alison Eastwood']",Unknown,"['prostitute', 'new orleans, louisiana', 'serial killer', 'series of murders', 'police detective']",6.1,0.0,,0.0,,1984,5.752572638825633,2.6707636163161936,4.7535901911063645
Moms' Night Out,False,['Comedy'],en,14.419,2014-03-25,98.0,280.0,"['Sarah Drew', 'Sean Astin', 'Patricia Heaton', 'Andrea Logan White']",Unknown,"['husband wife relationship', 'parent child relationship', 'stress', 'parenthood', 'parenting', 'duringcreditsstinger']",5.6,0.0,,0.0,,2014,5.638354669333745,2.7356005151892155,4.59511985013459
Mile 22,False,"['Action', 'Thriller']",en,21.23,2018-08-16,95.0,2083.0,"['Mark Wahlberg', 'Lauren Cohan', 'Iko Uwais', 'John Malkovich']",Unknown,"['martial arts', 'cia', 'handheld camera', 'top secret', 'black ops', 'political corruption', 'intelligence officer', 'elite forces', 'tactical command unit', 'triple agent']",6.2,0.0,,0.0,,2018,7.642044402873258,3.101442727976105,4.564348191467836
Mavka: The Forest Song,False,"['Animation', 'Adventure', 'Family', 'Fantasy']",uk,109.263,2023-03-02,99.0,592.0,"['Nataliia Denysenko', 'Artem Pyvovarov', 'Nazar Zadniprovskyi', 'Oleh Skrypka']",Unknown,"['based on novel or book', 'fairy', 'nature', 'folklore', 'based on myths, legends or folklore', 'mavka', 'ukrainian folklore', 'independent film', 'love vs duty']",7.3,0.0,,0.0,,2023,6.385194398997726,4.7028684212078655,4.605170185988092
The Bodyguard,False,"['Thriller', 'Action', 'Drama', 'Music', 'Romance']",en,19.217,1992-11-25,129.0,2749.0,"['Whitney Houston', 'Kevin Costner', 'Gary Kemp', 'Bill Cobbs']",Unknown,"['sibling relationship', 'bodyguard', 'anonymous letter', 'diva', 'stalker', 'los angeles, california']",6.7,0.0,,0.0,,1992,7.919356190660617,3.0065238346321896,4.867534450455582
The Killer,False,"['Crime', 'Thriller']",en,56.822,2023-10-25,118.0,1563.0,"['Michael Fassbender', 'Tilda Swinton', 'Charles Parnell', 'Arliss Howard']",Unknown,"['sniper', 'new york city', 'assassin', 'airport', 'paris, france', 'hitman', 'new orleans, louisiana', 'dark comedy', 'client', 'product placement', 'sociopath', 'revenge', 'murder', 'fate', 'lawyer', 'brutality', 'based on graphic novel', 'character study', 'perfectionist', 'empathy', 'dominican republic', 'assassination attempt', 'cold blooded killer', 'tampa, florida', 'manhunt', 'international manhunt', 'precision', 'gig economy', 'secret', 'violence']",6.6,0.0,,0.0,,2023,7.355001921105257,4.057369326097206,4.77912349311153
Batman: Gotham by Gaslight,False,"['Thriller', 'Action', 'Animation', 'Science Fiction']",en,14.311,2018-01-12,78.0,660.0,"['Bruce Greenwood', 'Jennifer Carpenter', 'Anthony Stewart Head', 'Scott Patterson']",Unknown,"['jack the ripper', 'based on comic', 'adult animation']",6.7,0.0,,0.0,,2018,6.493753839851686,2.728571524322958,4.3694478524670215
Kingdom: Ashin of the North,False,"['Drama', 'Fantasy', 'Thriller']",ko,23.698,2021-07-23,92.0,499.0,"['Jun Ji-hyun', 'Park Byung-eun', 'Kim Si-a', 'Kim Roi-ha']",Unknown,"['tribe', 'revenge', 'zombie', 'family', 'joseon dynasty']",7.1,0.0,,0.0,,2021,6.214608098422191,3.2067222686956307,4.532599493153256
Parasyte: Part 1,False,"['Science Fiction', 'Horror', 'Action', 'Drama']",ja,24.419,2014-11-29,109.0,248.0,"['Shota Sometani', 'Eri Fukatsu', 'Ai Hashimoto', 'Kazuki Kitamura']",Unknown,"['alien', 'based on manga', 'alien invasion', 'shape shifter', 'mother son relationship']",7.1,0.0,,0.0,,2014,5.517452896464707,3.2354969258844366,4.700480365792417
Heist 88,False,"['Crime', 'Drama']",en,16.935,2023-09-29,83.0,18.0,"['Courtney B. Vance', 'Keesha Sharp', 'Keith David', 'Xavier Clyde']",Unknown,"['bank robbery', 'criminal mastermind']",5.7,0.0,,0.0,,2023,2.9444389791664403,2.8867541109842456,4.430816798843313
Greta,False,"['Mystery', 'Thriller']",en,22.666,2019-02-28,98.0,1233.0,"['Chloë Grace Moretz', 'Isabelle Huppert', 'Maika Monroe', 'Colm Feore']",Unknown,"['new york city', 'paris, france', 'psychopath', 'finger', 'stalker', 'basement', 'dog', 'evil', 'roofie', 'older woman younger woman relationship']",6.6,0.0,,0.0,,2019,7.1180162044653335,3.1640394189623673,4.59511985013459
Set It Off,False,"['Crime', 'Drama', 'Thriller']",en,13.491,1996-11-06,123.0,322.0,"['Jada Pinkett Smith', 'Queen Latifah', 'Vivica A. Fox', 'Kimberly Elise']",Unknown,"['single parent', 'bank robber', 'last chance', 'heist', 'los angeles, california']",7.2,0.0,,0.0,,1996,5.777652323222656,2.673527767063787,4.820281565605037
"My Teacher, My Obsession",False,"['Drama', 'Thriller', 'TV Movie']",en,20.271,2018-06-12,105.0,92.0,"['Lucy Loken', 'Rusty Joiner', 'Laura Bilgeri', 'Jana Lee Hamblin']",Unknown,[],5.1,0.0,,0.0,,2018,4.532599493153256,3.0573446426815134,4.663439094112067
The Man with the Iron Fists,False,['Action'],en,12.681,2012-11-02,96.0,1065.0,"['Russell Crowe', 'Lucy Liu', 'Jamie Chung', 'Zhu Zhu']",Unknown,"['blacksmith', 'brothel', 'femme fatale', 'crossbow', 'duringcreditsstinger', '19th century', 'feudality']",5.5,0.0,,0.0,,2012,6.97166860472579,2.616008008937977,4.574710978503383
Outbreak,False,"['Action', 'Drama', 'Science Fiction', 'Thriller']",en,19.637,1995-03-10,127.0,2108.0,"['Dustin Hoffman', 'Rene Russo', 'Morgan Freeman', 'Kevin Spacey']",Unknown,"['research', 'army', 'general', 'river', 'monkey', 'epidemic', 'medical research']",6.5,0.0,,0.0,,1995,7.653969180478774,3.027085581211987,4.852030263919617
Zeroville,False,"['Comedy', 'Drama']",en,14.329,2019-09-19,96.0,81.0,"['James Franco', 'Megan Fox', 'Seth Rogen', 'Joey King']",Unknown,"['based on novel or book', 'hollywood', '1960s']",5.1,0.0,,0.0,,2019,4.406719247264253,2.7297464591839704,4.574710978503383
Apex,False,"['Action', 'Thriller', 'Science Fiction']",en,22.212,2021-11-12,108.0,547.0,"['Neal McDonough', 'Bruce Willis', 'Alexia Fast', 'Nels Lennarson']",Unknown,"['prisoner', 'hologram', 'hunting human beings', 'decapitation', 'hunting', 'land mine', 'decapitated head', 'near future', 'explosions', 'death game']",5.2,0.0,,0.0,,2021,6.306275286948016,3.1446693863283617,4.6913478822291435
Shaolin Soccer,False,"['Action', 'Comedy']",cn,45.936,2001-07-05,113.0,2075.0,"['Stephen Chow', 'Zhao Wei', 'Ng Man-tat', 'Patrick Tse Yin']",Unknown,"['martial arts', 'kung fu', 'sports', 'steel helmet', 'stadium', 'champion', 'shaolin', 'football (soccer)', 'football (soccer) player']",7.1,0.0,,0.0,,2001,7.638198244285779,3.8487849716235587,4.736198448394496
Bulletproof Monk,False,"['Action', 'Comedy', 'Fantasy']",en,19.569,2003-03-28,104.0,856.0,"['Chow Yun-fat', 'Seann William Scott', 'Jaime King', 'Karel Roden']",Unknown,"['martial arts', 'homeless person', 'fight', 'monk', 'superhero', 'villainess', 'fall', 'based on comic', 'injection', 'knife fight', 'scroll', 'mysticism', 'supernatural power']",5.5,0.0,,0.0,,2003,6.75343791859778,3.023785087996026,4.653960350157523
Beau Is Afraid,False,"['Comedy', 'Adventure', 'Fantasy']",en,54.008,2023-04-14,179.0,759.0,"['Joaquin Phoenix', 'Patti LuPone', 'Amy Ryan', 'Nathan Lane']",Unknown,"['suicide', 'nightmare', 'therapist', 'paranoia', 'orgasm', 'trauma', 'dark comedy', 'satire', 'surrealism', 'childhood trauma', 'crude humor', 'grief', 'fear', 'maniac', 'birth', 'attic', 'death of mother', 'entrepreneur', 'existentialism', 'anxiety disorder', 'absurdist', 'mother son relationship', 'based on short film', 'anxiety', 'odyssey']",6.8,0.0,,0.0,,2023,6.633318433280377,4.007478629200439,5.19295685089021
Palm Swings,False,"['Comedy', 'Drama', 'Romance']",en,16.878,2017-10-03,95.0,42.0,"['Sugar Lyn Beard', 'Jackson Davis', 'Tia Carrere', 'Diane Farr']",Unknown,"['lifestyle', 'orgy', 'group sex', 'palm springs', 'swinger', 'voyeur', 'sex party', 'wife swapping']",6.4,0.0,,0.0,,2017,3.7612001156935624,2.883570906665661,4.564348191467836
Network,False,['Drama'],en,13.129,1976-11-14,122.0,1579.0,"['Peter Finch', 'Faye Dunaway', 'William Holden', 'Robert Duvall']",Unknown,"['adultery', 'new york city', 'corruption', 'profit', 'satire', 'tv ratings', 'murder', 'corporate', 'reporter', 'co-workers relationship', 'tv show in film', 'meeting', 'political satire', 'news', 'fired', 'network', 'anchor', 'tv news anchor']",7.8,0.0,,0.0,,1976,7.365180126021013,2.648229422783671,4.812184355372417
Antlers,False,"['Drama', 'Horror', 'Mystery']",en,21.55,2021-10-28,99.0,998.0,"['Keri Russell', 'Jesse Plemons', 'Jeremy Thomas', 'Graham Greene']",Unknown,"['sheriff', 'superstition', 'trauma', 'native american', 'oregon, usa', 'creature', 'meth lab', 'school teacher', 'mining town', 'based on short story', 'wendigo', 'folk horror', 'myth']",6.3,0.0,,0.0,,2021,6.906754778648554,3.1157350659486873,4.605170185988092
Finding Steve McQueen,False,['Crime'],en,26.019,2019-03-15,91.0,112.0,"['Travis Fimmel', 'Forest Whitaker', 'Rachael Taylor', 'William Fichtner']",Unknown,"['1970s', 'fbi', 'based on true story', 'ohio', 'heist', 'richard nixon', 'theft', 'investigator', 'watergate', 'bank heist']",6.3,0.0,,0.0,,2019,4.727387818712341,3.296540322224678,4.5217885770490405
With Every Heartbeat,False,"['Romance', 'Drama']",sv,27.209,2011-07-29,107.0,316.0,"['Ruth Vega Fernandez', 'Liv Mjönes', 'Lena Endre', 'Krister Henriksson']",Unknown,"['parent child relationship', 'engagement', 'lesbian relationship', 'woman director', 'lesbian']",7.1,0.0,,0.0,,2011,5.75890177387728,3.3396410759630495,4.68213122712422
Europa Report,False,"['Science Fiction', 'Thriller']",en,21.137,2013-06-27,90.0,1301.0,"['Anamaria Marinca', 'Michael Nyqvist', 'Sharlto Copley', 'Daniel Wu']",Unknown,"['spacecraft', 'jupiter', 'extraterrestrial life form', 'found footage', 'space adventure']",6.3,0.0,,0.0,,2013,7.171656822768514,3.0972504167443393,4.51085950651685
